,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
2760,2996,3008,Google Cloud Machine Learning Services Data Science Practitioner,Accenture,'Pune',12-15 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,0
2768,3004,3016,Data Science/Data Analyst,Findoc Finvest Private Limited,'Gurgaon',4-7 ,"'it skills', 'java', 'machine learning'",-1.0,4,7,5.5,0
2771,3007,3019,Consultant / Senior Consultant AI/ML,E&Y,'NewDelhi',3-8 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,8,5.5,0
2841,3080,3092,Senior Data & Applied Scientist,Microsoft,"'Hyderabad', 'Bangalore'",5-8 ,"'big data', 'it skills', 'machine learning'",-1.0,5,8,6.5,0
2842,3081,3093,Data & Applied Scientist,Microsoft,"'Hyderabad', 'Bangalore'",12-15 ,"'big data', 'it skills', 'machine learning'",-1.0,12,15,13.5,0
2863,3102,3114,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"'Mumbai', ' Hyderabad', ' Bangalore', 'Delhi'",10-15 ,"'r', 'data science', 'python', 'it skills', 'java', 'machine learning', 'big data'",1.0,10,15,12.5,0
2905,3144,3156,Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"'it skills', 'java', 'python', 'machine learning', 'big data', 'data science'",-1.0,8,12,10.0,0
2995,3238,3250,Associate Vice President - Data Scientist - IIT/NIT/IIM/XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"'it skills', 'java', 'python', 'machine learning', 'big data', 'data science'",-1.0,8,12,10.0,0
3037,3280,3292,Senior Software Engineer(s) / Lead / Architect Level,Stellar IT Solutions LLC,"'St Louis', 'Missourie'",8-13 ,"'it skills', 'java'",-1.0,8,13,10.5,0
3114,3358,3371,Machine learning Engineer/ MLops Engineer,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"'Hyderabad', ' Chennai', 'Bangalore'",1-6 ,"'it skills', 'java', 'python', 'machine learning', 'artificial intelligence'",-1.0,1,6,3.5,0
3144,3391,3404,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"'Mumbai', ' Hyderabad', ' Bangalore', 'Delhi'",10-15 ,"'r', 'data science', 'python', 'it skills', 'java', 'machine learning', 'big data'",1.0,10,15,12.5,0
3167,3414,3427,Machine Learning Engineer,SYREN TECHNOLOGIES PRIVATE LIMITED,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",4-9 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,4,9,6.5,0
3170,3417,3430,Machine Learning - Java,Compass Systems Private Limited,'Noida',2-6 ,"'it skills', 'java', 'artificial intelligence', 'big data', 'machine learning'",-1.0,2,6,4.0,0
3181,3428,3441,Google Cloud Machine Learning Lead,Accenture,"'Pune', ' Bangalore', 'Mumbai'",13-17 ,"'it skills', 'java', 'python'",-1.0,13,17,15.0,0
3198,3445,3458,Machine Learning Operations Specialist - Big Data/AI,Axcess Consultancy Services,'Bangalore',5-9 ,"'artificial intelligence', 'it skills', 'machine learning', 'big data'",-1.0,5,9,7.0,0
3218,3466,3479,Product Development Engineer - Machine Learning/Deep Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'big data'",-1.0,3,8,5.5,0
3221,3469,3482,Machine Learning Engineer,Tookitaki Holding PTE LTD,'Bangalore',1-3 ,"'it skills', 'machine learning', 'big data'",-1.0,1,3,2.0,0
3225,3473,3486,Accenture- Machine Learning,Accenture,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",12-20 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,20,16.0,0
3229,3477,3490,Senior Scientist/ NLP/ Machine Learning/ Data Mining Professional,Career Maker,'Bangalore',2-7 ,"'it skills', 'java', 'python', 'machine learning', 'r'",-1.0,2,7,4.5,0
3238,3486,3499,Research Engineer - Big Data/ Machine Learning - Java/C++/Perl/ Python,Career Maker,'Bangalore',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'big data'",-1.0,3,8,5.5,0
3243,3492,3505,Data Engineer - Artificial Intelligence/Machine Learning,zCodeLabs Software Services,'Kochi',3-8 ,"'machine learning', 'artificial intelligence', 'it skills', 'java', 'python', 'big data'",-1.0,3,8,5.5,0
3247,3496,3509,Senior Manager / Operations Research Scientist - Machine Learning,Career Maker,'Bangalore',5-10 ,"'machine learning', 'sql', 'it skills', 'java', 'python'",-1.0,5,10,7.5,0
3270,3520,3533,Tech CoE - Big Data/Machine Learning,Confidential,'Bangalore',5-10 ,"'it skills', 'machine learning', 'artificial intelligence', 'big data'",-1.0,5,10,7.5,0
3281,3531,3544,Machine Learning Engineer - Deep Learning Algorithms,Connexions,'Bangalore',1-2 ,"'machine learning', 'it skills', 'java', 'python', 'big data', 'data science'",-1.0,1,2,1.5,0
3283,3533,3546,Machine Learning Engineer - Python/Deep Learning,Mantras2Success Consultants,'Hyderabad',1-4 ,"'java', 'python', 'machine learning', 'it skills', 'big data'",-1.0,1,4,2.5,0
3285,3535,3548,Machine Learning Engineer For Hyderabad location,Adecco India Private Limited,'Hyderabad',1-4 ,"'machine learning', 'python', 'it skills', 'java', 'r'",-1.0,1,4,2.5,0
3286,3536,3549,Python Engineer - Machine Learning/Hive,Huquo Consulting Pvt. Ltd,'Bangalore',3-7 ,"'python', 'sql', 'machine learning', 'it skills', 'big data'",-1.0,3,7,5.0,0
3303,3554,3567,Sr Manager/Operations Research Scientist - Machine Learning/Algorithm,Career Maker,'Bangalore',5-10 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,5,10,7.5,0
3331,3588,3601,IT Director - Big Data/Machine Learning Solutions,People Konnect,'Pune',20-30 ,"'it skills', 'java', 'python', 'machine learning', 'big data'",-1.0,20,30,25.0,0
3349,3607,3620,Full Stack Developer - Machine Learning,Huquo Consulting Pvt. Ltd,'Bangalore',5-10 ,"'java', 'machine learning', 'it skills', 'python', 'big data'",-1.0,5,10,7.5,0
3387,3646,3659,Senior AI Engineer - Python/R/Machine Learning,Accubits Technologies,'Trivandrum',5-8 ,"'r', 'machine learning', 'python', 'it skills', 'big data'",1.0,5,8,6.5,0
3395,3654,3667,Machine Learning Application Developer,Accenture,'Gurgaon',4-6 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,4,6,5.0,0
3422,3683,3696,Senior Machine Learning Architect - Java / Python,Synctactic AI,'Chennai',9-12 ,"'python', 'it skills', 'java'",-1.0,9,12,10.5,0
3423,3684,3697,Senior Staff Machine Learning Engineer - Recommendations,Twitter,'Bangalore',10-12 ,"'it skills', 'java', 'python', 'machine learning', 'computer science'",-1.0,10,12,11.0,0
3425,3686,3699,Senior Machine Learning Engineer,Observe.AI,'Bangalore',3-7 ,"'it skills', 'java', 'python', 'machine learning', 'big data'",-1.0,3,7,5.0,0
3427,3688,3701,Senior Machine Learning Engineer,Egnyte,"'Mumbai', ' Hyderabad', ' Bangalore', 'Remote'",4-7 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,4,7,5.5,0
3454,3715,3728,Machine Learning/MLOps Engineer,CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,'Bangalore',5-9 ,"'artificial intelligence', 'machine learning', 'it skills', 'big data'",-1.0,5,9,7.0,0
3469,3730,3743,Machine Learning Engineer,Zycus Infotech,'Mumbai',1-4 ,"'it skills', 'python', 'machine learning', 'big data', 'artificial intelligence'",-1.0,1,4,2.5,0
3473,3734,3747,Sr. Associate/Managers For Artificial Intelligence Machine Learning,Cognizant,'Hyderabad',6-11 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,6,11,8.5,0
3495,3758,3771,Machine Learning Data Science Practitioner,Accenture,'Bangalore',15-18 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,15,18,16.5,0
3496,3759,3772,Machine Learning Data Science Practitioner,Accenture,'Bangalore',12-15 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,0
3521,3784,3797,Artificial Intelligence/Machine Learning Developer,Cubet Techno Labs Pvt. Ltd.,"'Kochi', 'Chennai'",5-10 ,"'it skills', 'java', 'python'",-1.0,5,10,7.5,0
3531,3795,3808,Machine Learning Application Developer,Accenture,'Bangalore',4-6 ,"'machine learning', 'java', 'it skills'",-1.0,4,6,5.0,0
3546,3811,3824,Technical Architect - Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"'Bangalore', 'Mumbai'",10-15 ,"'machine learning', 'python', 'it skills', 'big data'",-1.0,10,15,12.5,0
3588,3853,3866,Machine Learning Scientist,CAREER MAKERS,"'Bangalore', 'Bengaluru'",5-10 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,5,10,7.5,0
3592,3857,3870,Machine Learning Scientist,CAREER MAKERS,"'Bangalore', 'Bengaluru'",5-8 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,5,8,6.5,0
3599,3865,3878,Cloud Big Data Architect - Artificial Intelligence/ Machine Learning,Career Infosystem,'Bangalore',8-12 ,"'java', 'big data', 'it skills'",-1.0,8,12,10.0,0
3600,3866,3879,Cloud Big Data Architect - Artificial Intelligence/ Machine Learning,Career Infosystem,'Bangalore',8-12 ,"'java', 'big data', 'it skills'",-1.0,8,12,10.0,0
3609,3876,3889,Google Cloud Machine Learning Services Data Science Practitioner,Accenture,'Pune',12-15 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'big data'",-1.0,12,15,13.5,0
3620,3888,3901,Apache Hadoop Consultant - Machine Learning,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",3-8 ,"'machine learning', 'it skills', 'java', 'big data'",-1.0,3,8,5.5,0
3621,3889,3902,Python Engineer - Machine Learning/Hive,Huquo Consulting Pvt. Ltd,'Bangalore',3-7 ,"'machine learning', 'python', 'sql', 'it skills', 'big data'",-1.0,3,7,5.0,0
3622,3890,3903,Apache Hadoop Consultant - Machine Learning,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",3-8 ,"'big data', 'machine learning', 'it skills', 'java'",-1.0,3,8,5.5,0
3627,3895,3908,Machine Learning Engineer - Python/Deep Learning,Mantras2Success Consultants,'Hyderabad',1-4 ,"'machine learning', 'python', 'java', 'it skills'",-1.0,1,4,2.5,0
3629,3897,3910,Python Engineer - Machine Learning/Hive,Huquo Consulting Pvt. Ltd,'Bangalore',3-7 ,"'python', 'sql', 'machine learning', 'it skills', 'big data'",-1.0,3,7,5.0,0
3662,3936,3949,Machine Learning Engineer,Predire AnalyzeData Private Limited,'punjab',2-5 ,"'it skills', 'java', 'python', 'machine learning', 'artificial intelligence'",-1.0,2,5,3.5,0
3666,3940,3953,Machine Learning Engineer,Grid Logic Software Private Limited,'Hyderabad',4-9 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,4,9,6.5,0
3672,3946,3959,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 09,Accenture,'Pune',2-6 ,"'it skills', 'big data'",-1.0,2,6,4.0,0
3673,3947,3960,ACN - Applied Intelligence - GCP - Machine Learning Engineer - 09,Accenture,'Kolkata',2-6 ,"'it skills', 'big data'",-1.0,2,6,4.0,0
3693,3967,3980,Google Cloud Machine Learning Services Application Developer,Accenture,'Chennai',6-8 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,6,8,7.0,0
3703,3977,3990,Senior Manager/Operations Research Scientist - Machine Learning,Career Maker,'Bangalore',5-10 ,"'machine learning', 'it skills', 'java', 'python', 'r'",-1.0,5,10,7.5,0
3713,3987,4000,Research Scientist - Machine Learning Development - Java/ C++/ Perl,Career Maker,'Bangalore',5-10 ,"'java', 'it skills', 'python', 'machine learning'",-1.0,5,10,7.5,0
3725,3999,4012,Team Lead Machine Learning,OpsRamp,'Hyderabad',10-12 ,"'it skills', 'java', 'python', 'machine learning', 'big data', 'computer science'",-1.0,10,12,11.0,0
3730,4004,4017,Machine Learning and,CAMSDATA TECHNOLOGIES INDIA PVT LTD,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', 'Bengaluru'",3-8 ,"'it skills', 'python', 'machine learning', 'big data'",-1.0,3,8,5.5,0
3767,4043,4056,Image Processing Engineer - Machine Learning/Algorithm,Career Maker,'Mumbai',3-7 ,"'machine learning', 'java', 'it skills'",-1.0,3,7,5.0,0
3779,4057,4070,Elastic Machine Learning - C/C++/C#/Java/Perl,Career Maker,'Bangalore',5-10 ,"'java', 'it skills', 'machine learning'",-1.0,5,10,7.5,0
3802,4081,4094,Junior Software Engineer - Data & Analytics,OutSystems,'Bangalore',0-2 ,"'it skills', 'java', 'python', 'big data', 'computer science'",-1.0,0,2,1.0,0
3812,4091,4104,Advisor - Data Engineering,Dell,'Bangalore',5-8 ,"'python', 'it skills', 'big data'",-1.0,5,8,6.5,0
3817,4096,4109,Big Data Consultant,Amazon,"'Hyderabad', ' Pune', ' Gurgaon', ' Chennai', ' Bangalore', 'Mumbai'",9-14 ,"'it skills', 'java', 'python', 'machine learning'",-1.0,9,14,11.5,0
3821,4100,4119,Sr . Data Engineer,Visa,'Bangalore',5-8 ,"'it skills', 'python', 'machine learning', 'big data'",-1.0,5,8,6.5,0
3829,4108,4127,Data Engineer,Visa,'Bangalore',1-5 ,"'python', 'it skills', 'big data'",-1.0,1,5,3.0,0
3856,4135,4154,Data Engineer,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"'Pune', ' Gurgaon', 'Bangalore'",4-9 ,"'python', 'big data', 'it skills', 'java', 'machine learning'",-1.0,4,9,6.5,0
3857,4136,4155,ML Engineering Lead - Big Data,Decision Point,'Gurgaon',4-6 ,"'it skills', 'python', 'machine learning', 'big data', 'r'",-1.0,4,6,5.0,0
3861,4140,4159,Senior Data & Applied Scientist,Microsoft,"'Hyderabad', 'Bangalore'",5-8 ,"'big data', 'it skills', 'machine learning'",-1.0,5,8,6.5,0
3868,4148,4167,Customer Growth Marketing - APJ Business Insights Engineer,Dell,'Bangalore',2-7 ,"'it skills', 'python', 'java'",-1.0,2,7,4.5,0
3870,4150,4169,"SITE RELIABILITY ENGINEER, PRODUCTION ENGINEERING",Dell,'Bangalore',8-13 ,"'java', 'python', 'it skills'",-1.0,8,13,10.5,0
