,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
845,902,908,Data Scientist - A Travel Tech company,HotelHub,"'Panaji', 'Bangalore'",4-8 ,"'machine learning', 'python', 'it skills', 'r'",-1.0,4,8,6.0,2
847,904,910,Staff Data Scientist,Walmart,'Bangalore',4-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,8,6.0,2
852,909,915,Applied Data Scientist,Tookitaki Holding PTE LTD,'Bangalore',2-3 ,"'machine learning', 'python', 'data science', 'it skills', 'data scientist'",-1.0,2,3,2.5,2
853,910,916,Data Scientist,Travel Centric Technology,'Bangalore',6-11 ,"'it skills', 'python', 'machine learning'",-1.0,6,11,8.5,2
858,915,921,Data Scientist,Draup,'Bengaluru',6-11 ,"'it skills', 'python', 'data science'",-1.0,6,11,8.5,2
872,929,935,Data Scientist,ELPIS IT SOLUTIONS PVT LTD,'Bangalore',5-7 ,"'it skills', 'java', 'python', 'data science', 'r'",-1.0,5,7,6.0,2
876,934,940,Data Scientist,IQLECT,'Bengaluru',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,8,6.5,2
878,936,942,Data Scientist - Lending,FairMoney,'Bangalore',3-7 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
924,988,994,Data Scientist,Diverse Lynx,'Bengaluru',1-5 ,"'it skills', 'python', 'data science'",-1.0,1,5,3.0,2
928,994,1000,Data Scientist,CTD Techs,"'Chennai', 'Bangalore'",2-6 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,2,6,4.0,2
936,1009,1015,Senior Data Scientist - Machine Learning & Artificial Intelligence,Job Fittment Finder,'Pune',4-8 ,"'artificial intelligence', 'machine learning', 'data science', 'it skills', 'python'",-1.0,4,8,6.0,2
938,1011,1017,Senior Data Scientist - Python/ NLP,RS Consultants,'Pune\n',5-8 ,"'data science', 'python', 'it skills', 'machine learning'",-1.0,5,8,6.5,2
941,1014,1020,Senior Data Scientist,TrueView HR Consulting Pvt. Ltd,"'Pune', 'Bangalore'",6-8 ,"'data science', 'artificial intelligence', 'machine learning', 'it skills', 'python'",-1.0,6,8,7.0,2
944,1017,1023,Senior Data Scientist,Idexcel Technologies Private Limited,'Bangalore',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
956,1031,1037,Data Scientist - SMTS (Hiring For Top MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Noida',3-5 ,"'python', 'machine learning', 'it skills'",-1.0,3,5,4.0,2
967,1045,1051,Data Scientist,Opera Solutions India Private Limited,'Remote',4-9 ,"'it skills', 'python', 'machine learning', 'big data', 'data science', 'r'",-1.0,4,9,6.5,2
970,1048,1054,Data Scientist,One Mobikwik Systems Private Limited,'Gurgaon',2-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,5,3.5,2
971,1049,1055,Data Scientist (AI/ML) | Gurgaon,IGT Solutions,'Gurgaon',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
979,1058,1064,Data Scientist,Shadowfax Technologies Pvt. Ltd.,'Gurgaon',1-3 ,"'r', 'python', 'it skills', 'machine learning'",-1.0,1,3,2.0,2
983,1064,1070,Data Scientist,Adept Consulting,'Bangalore',4-9 ,"'it skills', 'python', 'machine learning'",-1.0,4,9,6.5,2
985,1066,1072,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"'sql', 'python', 'it skills', 'java', 'data science', 'machine learning'",-1.0,1,4,2.5,2
986,1067,1073,Data Scientist -II,Successr HR Tech PVT LTD,'Bangalore',2-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,5,3.5,2
988,1069,1075,Data Scientist - IT - PhD,Change Leaders,'Bangalore',1-5 ,"'r', 'machine learning', 'artificial intelligence', 'python', 'it skills'",1.0,1,5,3.0,2
994,1075,1081,Data Scientist -II,Successr HR Tech PVT LTD,'Bangalore',2-5 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,2,5,3.5,2
1008,1092,1098,Data Scientist,Oracle,'Hyderabad',2-4 ,"'machine learning', 'python', 'sql', 'it skills', 'data science', 'big data'",-1.0,2,4,3.0,2
1013,1097,1103,Data Scientist,First Employer,'Gurgaon',4-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,8,6.0,2
1014,1098,1104,Data Scientist,First Employer,'Delhi',4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
1015,1099,1105,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
1016,1100,1106,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,4,8,6.0,2
1017,1101,1107,Data Scientist,First Employer,'Delhi',4-8 ,"'python', 'it skills', 'data science', 'machine learning', 'r'",-1.0,4,8,6.0,2
1023,1107,1113,Job Opportunity || Data Scientist,Datamatics Global services Ltd.,'Mumbai',2-7 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'data scientist'",-1.0,2,7,4.5,2
1031,1116,1122,Data Scientist,Kyndryl,'Chennai',8-10 ,"'sql', 'r', 'python', 'it skills', 'machine learning', 'computer science'",-1.0,8,10,9.0,2
1032,1117,1123,Data Scientist,Intuitive.Cloud,'Remote',3-8 ,"'it skills', 'python', 'data science', 'computer science'",-1.0,3,8,5.5,2
1033,1118,1124,Data Scientist,SpotDraft,"'Gurgaon', 'Bangalore'",1-5 ,"'it skills', 'python', 'machine learning'",-1.0,1,5,3.0,2
1039,1124,1130,TSP Technical CoE- AI/ML Data Scientist,Cyient,'Hyderabad',6-11 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,6,11,8.5,2
1040,1125,1131,Data Scientist Level-2,Ignatiuz Software Pvt. Ltd,'Indore',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,8,5.5,2
1042,1127,1133,"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",SECUREKLOUD TECHNOLOGIES LIMITED,'Chennai\n',3-8 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
1043,1128,1134,Data Scientist,o9 Solutions Management India Private Limited,'Coimbatore',2-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,2,5,3.5,2
1050,1136,1142,Data Scientist,AgNext Technologies ( Indias leading Agri Tech driven Company),'Mohali',3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
1053,1140,1146,Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,"'Mumbai', 'NaviMumbai'",2-7 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,2,7,4.5,2
1056,1143,1149,Data Scientist,Diverse Lynx,'Chennai',3-9 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,9,6.0,2
1057,1144,1150,Data Scientist,ALLPS,'India',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,8,5.5,2
1061,1148,1154,Machine Learning - Data Scientist,BrickRed Systems,'India',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
1062,1149,1155,Data Scientist,VALOREM PVT LTD,'Remote',2-6 ,"'machine learning', 'data science', 'python', 'it skills'",-1.0,2,6,4.0,2
1067,1154,1160,Data Scientist,Freight Tiger,'Mumbai',3-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,8,5.5,2
1069,1156,1162,Data Scientist,PAGO Analytics,'Hyderabad',2-5 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,5,3.5,2
1074,1161,1167,Data Scientist,Hire IT People,'Pune',2-7 ,"'r', 'machine learning', 'python', 'it skills', 'big data', 'data scientist'",1.0,2,7,4.5,2
1086,1173,1179,Data Scientist,Infobizzs Services,'Vadodara',2-5 ,"'it skills', 'java', 'python', 'data science'",-1.0,2,5,3.5,2
1097,1184,1190,Data Scientist & Business Development,Grid Logic Software Private Limited,'Hyderabad',3-6 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,6,4.5,2
1099,1186,1192,Data Scientist,Genie Talk,'Indore',3-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,5,4.0,2
1102,1190,1196,Staff Data Scientist,Spiceworks,'Pune',3-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,7,5.0,2
1111,1199,1205,data scientist,Cognistx,'India',2-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,7,4.5,2
1113,1201,1207,Urgent Requirement of a Data Scientist in a Product based Organization,Abzooba India Infotech Private Limited,'Pune\n',3-6 ,"'machine learning', 'python', 'it skills'",-1.0,3,6,4.5,2
1123,1211,1217,Data Scientist with Python full stack,SENECAGLOBAL IT SERVICES PRIVATE LIMITED,'Hyderabad',5-10 ,"'machine learning', 'it skills', 'python'",-1.0,5,10,7.5,2
1129,1217,1223,Data Scientist,Tripod Software Solutions Pvt. Ltd,'Remote',7-8 ,"'sql', 'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,7,8,7.5,2
1149,1242,1248,Data Scientist,VISIGHT TECHNOLOGIES PVT LTD,'Remote',7-12 ,"'machine learning', 'python', 'it skills'",-1.0,7,12,9.5,2
1151,1244,1250,Data Scientist,"Entytle, Iinc.",'Pune',2-4 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,4,3.0,2
1154,1247,1253,Data Scientist,Qubit AI,'Hyderabad',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
1158,1251,1257,Data Scientist,AppZen,'Pune',4-6 ,"'r', 'machine learning', 'python', 'it skills', 'computer science'",1.0,4,6,5.0,2
1167,1262,1268,Data Scientist,Diverse Lynx,'Hyderabad',3-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,5,4.0,2
1180,1276,1282,Data Scientist -,Diverse Lynx,'Hyderabad',3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,3,6,4.5,2
1192,1292,1298,Urgent Opening For Senior Data Scientist Role,Peoplefy Infosolutions Pvt. Ltd.,'Pune',11-19 ,"'data science', 'machine learning', 'python', 'r', 'sql', 'it skills'",-1.0,11,19,15.0,2
1199,1300,1306,Lead - Data Scientist - Global IT/Technology Firm,Megma Services,'Mumbai\n',4-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,9,6.5,2
1200,1301,1307,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
1201,1302,1308,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
1202,1303,1309,Data Scientist - AI/ML Model,Job Fittment Finder,'Pune',2-5 ,"'artificial intelligence', 'machine learning', 'python', 'it skills', 'data science'",-1.0,2,5,3.5,2
1204,1305,1311,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,1,6,3.5,2
1205,1306,1312,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'data science', 'python', 'it skills', 'machine learning'",-1.0,1,6,3.5,2
1209,1310,1316,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'data science', 'python', 'it skills', 'machine learning', 'data scientist'",-1.0,1,6,3.5,2
1214,1315,1321,Lead Data Scientist - Python/Machine Learning,Megma Services,'Mumbai',4-9 ,"'machine learning', 'python', 'it skills', 'data science'",-1.0,4,9,6.5,2
1216,1317,1323,PG - Data Scientist,Vasudha Business Solutions,'Chandigarh',4-7 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,4,7,5.5,2
1218,1319,1325,Data Scientist - Tensorflow/Computer Vision,TalentStack,"'Mumbai', 'NaviMumbai'",1-4 ,"'python', 'it skills', 'data science'",-1.0,1,4,2.5,2
1221,1322,1328,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'it skills', 'python', 'computer science', 'machine learning'",-1.0,5,8,6.5,2
1222,1323,1329,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,5,8,6.5,2
1228,1329,1335,Senior Data & Applied Scientist,Microsoft,'Bangalore',5-8 ,"'data science', 'java', 'python', 'machine learning', 'it skills'",-1.0,5,8,6.5,2
1231,1332,1338,Data Scientist,ALOIS TECHNOLOGIES LLP,"'Bangalore', 'Mumbai'",4-5 ,"'data scientist', 'python', 'it skills', 'machine learning'",-1.0,4,5,4.5,2
1235,1336,1342,Data Scientist,SKILLVENTORY,"'Indore', 'Bangalore'",2-4 ,"'it skills', 'data science', 'big data', 'python'",-1.0,2,4,3.0,2
1237,1339,1345,Data Scientist (freelance),2Coms,'Gurgaon',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,3,8,5.5,2
1238,1341,1347,Data Scientist (Hiring For Top MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',4-9 ,"'machine learning', 'python', 'it skills'",-1.0,4,9,6.5,2
1240,1343,1349,Data Scientist,TALENT INTEGRATORS,'Gurgaon',1-4 ,"'it skills', 'python', 'machine learning'",-1.0,1,4,2.5,2
1242,1345,1351,Data Scientist Presales,Moveworks,'Bangalore',4-8 ,"'it skills', 'python', 'data science'",-1.0,4,8,6.0,2
1243,1346,1352,Data Scientist,Servsys Technology Services India Pvt. Lt,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', 'Bangalore'",4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'r'",-1.0,4,9,6.5,2
1250,1353,1359,Data Scientist,Gelato,"'Mumbai', 'Bangalore'",5-10 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
1252,1355,1361,Data Scientist,Diverse Lynx,'Bengaluru',2-7 ,"'it skills', 'python', 'data science'",-1.0,2,7,4.5,2
1258,1362,1368,PRINCIPAL DATA SCIENTIST,Britive,'Bengaluru',10-15 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,10,15,12.5,2
1260,1364,1370,Data Scientist,LeadSquared,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
1265,1370,1376,Data Scientist,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,'Bengaluru',2-4 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,2,4,3.0,2
1266,1371,1377,Data Scientist,Diverse Lynx,'Bengaluru',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
1272,1378,1384,Data Scientist,Protocol Zone,'Ahmedabad',1-4 ,"'it skills', 'python', 'machine learning'",-1.0,1,4,2.5,2
1276,1383,1389,Data Scientist 1,AgreeYa,'Bengaluru',5-7 ,"'it skills', 'python', 'machine learning'",-1.0,5,7,6.0,2
1279,1387,1393,Data Scientist,Networth corp,'Bangalore',1-5 ,"'python', 'it skills', 'data science'",-1.0,1,5,3.0,2
1288,1397,1403,Data Scientist,Capgemini,'Hyderabad',2-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,7,4.5,2
1289,1398,1404,Data Scientist with a leading IT Consulting Firm,visioncraft consulting,"'Pune', ' Bangalore', 'Mumbai'",6-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,9,7.5,2
1299,1408,1414,Hiring For Analytical Developer / Data Scientist | SAS | Pune,REKRUT INDIA PRIVATE LIMITED,'Pune\n',5-10 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,5,10,7.5,2
1302,1411,1417,Data Scientist - R/ Spss/ Python,Serving Skill,'Japan',2-6 ,"'it skills', 'python', 'data science', 'r', 'data scientist'",-1.0,2,6,4.0,2
1303,1412,1418,Hiring For Principal Data Scientist Position_Mumbai Location,DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,'Mumbai\n',15-20 ,"'data science', 'big data', 'it skills', 'python'",-1.0,15,20,17.5,2
1304,1413,1419,Hiring For Principal Data Scientist Position_Mumbai Location,DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,'Mumbai\n',15-20 ,"'data science', 'big data', 'it skills', 'python'",-1.0,15,20,17.5,2
1305,1414,1420,Data Scientist,Hungry Bird Consulting Services Pvt Ltd.,'Hyderabad',3-8 ,"'artificial intelligence', 'machine learning', 'data scientist', 'it skills', 'python', 'data science'",-1.0,3,8,5.5,2
1309,1418,1424,Data Scientist,"SAGE IT, INC",'Remote',3-7 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
1311,1422,1428,Data Scientist,Jet2 Travel Technologies Pvt. Ltd.,'Pune',2-5 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,2,5,3.5,2
1312,1423,1429,Data Scientist,Ensar Solutions Pvt Ltd,'Remote',3-5 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,3,5,4.0,2
1314,1426,1432,Principal Data & Applied Scientist Manager,Microsoft,'Bangalore',10-15 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,10,15,12.5,2
1327,1442,1448,Data Scientist,Tech Ringers,'Hyderabad',8-13 ,"'it skills', 'python', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
1332,1450,1456,Data Scientist,Diverse Lynx,'Pune',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
1340,1459,1465,Data Scientist - ML Operations,MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,'Remote',1-6 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,1,6,3.5,2
1341,1460,1466,Principal Data & Applied Scientist,Microsoft,'Bangalore',7-11 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,7,11,9.0,2
1342,1461,1467,Data Scientist 2,Microsoft,'Hyderabad',6-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,9,7.5,2
1352,1473,1479,Data Scientist-Noida-Immediate Joiner-1 Year Contract plus extendable,GR consultants,'Delhi',4-6 ,"'python', 'r', 'it skills', 'data science'",-1.0,4,6,5.0,2
1355,1477,1483,Data Scientist,Trantor Software Private Limited,'Chandigarh',3-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,7,5.0,2
1361,1483,1489,Data Scientist - Power BI/Tableau,Huquo Consulting Pvt. Ltd,'Mumbai',2-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,7,4.5,2
1365,1487,1493,Data Scientist with Scala Spark Python Pyspark,Acesoft Labs (India) Pvt Ltd,'Bangalore',4-9 ,"'machine learning', 'sql', 'python', 'it skills', 'artificial intelligence'",-1.0,4,9,6.5,2
1369,1492,1498,Data & Applied Scientist,Microsoft,'Hyderabad',4-8 ,"'it skills', 'python', 'data science', 'big data'",-1.0,4,8,6.0,2
1378,1501,1507,Data Scientist,Capgemini,'Hyderabad',2-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,7,4.5,2
1380,1503,1509,Data Scientist (freelance),2Coms,"'Indore', 'Indore'",2-7 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,2,7,4.5,2
1381,1504,1510,Data Scientist (freelance),2Coms,"'Jaipur', 'Jaipur'",2-7 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,2,7,4.5,2
1385,1508,1514,Data Scientist - Machine Learning and NLP with Python,OpsMx,"'Hyderabad', 'Bangalore'",3-6 ,"'machine learning', 'python', 'it skills'",-1.0,3,6,4.5,2
1392,1517,1523,Data Scientist- Bangalore- HSR layout - NOW WFH,Team Plus Staffing Solution Pvt Ltd,'Bangalore',4-9 ,"'python', 'sql', 'machine learning', 'it skills', 'data scientist'",-1.0,4,9,6.5,2
1395,1521,1527,Data Scientist - Architect,Wipro,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",10-17 ,"'data science', 'python', 'big data', 'machine learning', 'it skills'",-1.0,10,17,13.5,2
1410,1537,1543,Data Scientist Intern,zBliss Technologies,"'Chennai', 'Bengaluru'",0-1 ,"'it skills', 'python', 'data science'",-1.0,0,1,0.5,2
1413,1540,1546,Data Scientist,AR Consultant,'Bangalore',6-10 ,"'python', 'machine learning', 'it skills'",-1.0,6,10,8.0,2
1416,1543,1549,Data Scientist Senior Developer,Wisteli Informatics,'Noida\n',5-7 ,"'it skills', 'python', 'machine learning'",-1.0,5,7,6.0,2
1419,1547,1553,Data Scientist - Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Pune', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', 'Hyderabad'",5-10 ,"'data science', 'python', 'it skills', 'artificial intelligence', 'big data', 'r'",-1.0,5,10,7.5,2
1420,1548,1554,Urgent Requirement || Data Scientist || Noida,HCL,"'Noida', 'Delhi'",3-8 ,"'it skills', 'python', 'machine learning'",-1.0,3,8,5.5,2
1421,1549,1555,Global Tax Automation & Operations - Data Scientist Senior Analyst,Dell,'Bangalore',3-5 ,"'artificial intelligence', 'data science', 'it skills', 'python', 'machine learning'",-1.0,3,5,4.0,2
1422,1551,1557,Technical Architect/ Data Scientist,DMI Innovations Pvt. Ltd,"'Noida', ' Pune', ' Chennai', 'Bangalore'",8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
1423,1552,1558,Technical Architect/ Data Scientist,DMI Innovations Pvt. Ltd,"'Noida', ' Pune', ' Chennai', 'Bangalore'",8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
1429,1558,1564,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"'Hyderabad', ' Bangalore', 'Delhi'",5-10 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,10,7.5,2
1433,1562,1568,Opportunity For Data Scientist Internship - Bengaluru,Corner Stone Solutions,"'Indore', 'Bangalore'",0-1 ,"'it skills', 'python', 'data science'",-1.0,0,1,0.5,2
1436,1567,1573,Data Scientist - Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Pune', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', 'Hyderabad'",5-10 ,"'data science', 'python', 'it skills', 'artificial intelligence', 'big data', 'r'",-1.0,5,10,7.5,2
1437,1568,1574,Urgent Requirement || Data Scientist || Noida,HCL,"'Noida', 'Delhi'",3-8 ,"'it skills', 'python', 'machine learning'",-1.0,3,8,5.5,2
1438,1569,1575,Global Tax Automation & Operations - Data Scientist Senior Analyst,Dell,'Bangalore',3-5 ,"'artificial intelligence', 'data science', 'it skills', 'python', 'machine learning'",-1.0,3,5,4.0,2
1439,1571,1577,Technical Architect/ Data Scientist,DMI Innovations Pvt. Ltd,"'Noida', ' Pune', ' Chennai', 'Bangalore'",8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
1440,1572,1578,Technical Architect/ Data Scientist,DMI Innovations Pvt. Ltd,"'Noida', ' Pune', ' Chennai', 'Bangalore'",8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,8,13,10.5,2
1446,1578,1584,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"'Hyderabad', ' Bangalore', 'Delhi'",5-10 ,"'machine learning', 'data science', 'it skills', 'java', 'python'",-1.0,5,10,7.5,2
1450,1582,1588,Opportunity For Data Scientist Internship - Bengaluru,Corner Stone Solutions,"'Indore', 'Bangalore'",0-1 ,"'it skills', 'python', 'data science'",-1.0,0,1,0.5,2
1453,1587,1593,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,5,9,7.0,2
1454,1588,1594,Senior Data Scientist,Thomson Reuters,'Bangalore',6-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,8,7.0,2
1462,1598,1604,Sr. Data Scientist (15412),Easy Recruit,'Bangalore',8-11 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,8,11,9.5,2
1473,1609,1615,Wanted Data Scientists / Senior Data Scientists For our MNC client.,Andre Consultancy Services Private Limited,"'Noida', ' Chennai', 'Bangalore'",2-6 ,"'python', 'data scientist', 'machine learning', 'it skills', 'r'",-1.0,2,6,4.0,2
1508,1645,1651,Data Scientist (Consumer Industries),Digilytics AI,'Gurgaon',4-7 ,"'data science', 'machine learning', 'it skills', 'python', 'r'",-1.0,4,7,5.5,2
1510,1647,1653,Data Scientist / Analyst,Talentify,"'Hyderabad', ' Bangalore', 'Delhi'",0-1 ,"'machine learning', 'python', 'it skills'",-1.0,0,1,0.5,2
1516,1655,1661,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
1518,1657,1663,Data Scientist - Python/Spark/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',7-11 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,7,11,9.0,2
1531,1671,1677,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
1533,1673,1679,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"'machine learning', 'it skills', 'python', 'data science', 'data scientist'",-1.0,2,7,4.5,2
1534,1674,1680,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
1542,1682,1688,Data Scientist,TK INTERACTIVE PRIVATE LIMITED,'Mumbai',3-7 ,"'it skills', 'python', 'machine learning'",-1.0,3,7,5.0,2
1548,1688,1694,Senior Data Scientist / Tech Lead - SQL / Python / Big Data,Exploro Solutions,"'Pune', ' Chennai', 'Bangalore'",5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'r', 'data scientist'",-1.0,5,10,7.5,2
1556,1696,1702,Global Tax Automation & Operations / Data Scientist Advisor,Dell,'Bangalore',5-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,7,6.0,2
1557,1697,1703,Data Scientist,IBM,'Bangalore',3-4 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,4,3.5,2
1571,1711,1717,Data Scientist-Client Engineering,IBM,'Mumbai',10-15 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,10,15,12.5,2
1574,1714,1720,Senior Data Scientist,Pitney Bowes India Pvt ltd,'Pune',3-6 ,"'machine learning', 'python', 'it skills'",-1.0,3,6,4.5,2
1576,1716,1722,Senior Data Scientist,Quadratyx,'Hyderabad',5-8 ,"'r', 'python', 'machine learning', 'data science', 'it skills', 'java'",1.0,5,8,6.5,2
