,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
1207,1308,1314,Data Scientist - Python/Spark/Kafka,RS Consultants,'Pune',3-6 ,'python',-1.0,3,6,4.5,3
1215,1316,1322,Data Scientist - Python / SAS,Nestor Services,'Mumbai',3-8 ,"'python', 'sql', 'r', 'it skills'",-1.0,3,8,5.5,3
1225,1326,1332,Data Scientist / Analyst,Adoro,'Mumbai',2-5 ,"'computer science', 'sql', 'python'",-1.0,2,5,3.5,3
1229,1330,1336,Data Scientist - Fraud/Risk Analytics - 3+ Years - Bangalore/Kolkata,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"'Kolkata', 'Bangalore'",3-6 ,"'data science', 'python', 'java'",-1.0,3,6,4.5,3
1230,1331,1337,Data Scientist- (3-6 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,'Remote',3-6 ,'python',-1.0,3,6,4.5,3
1232,1333,1339,Hiring For Data Scientist,PROMPT PERSONNEL PRIVATE LIMITED,"'Mumbai', ' Pune', 'Bangalore'",2-7 ,"'data science', 'python'",-1.0,2,7,4.5,3
1251,1354,1360,Data Scientist - Python & SQL | Lululemon,TALENT500 TECH (INDIA) PRIVATE LIMITED,'Bangalore',5-8 ,"'python', 'sql'",-1.0,5,8,6.5,3
1263,1368,1374,Data Scientist (Organic Growth),KWALEE INDIA PRIVATE LIMITED,'Bangalore',2-7 ,"'python', 'sql'",-1.0,2,7,4.5,3
1268,1373,1379,Data Scientist,VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,'Bangalore',2-5 ,"'it skills', 'python'",-1.0,2,5,3.5,3
1300,1409,1415,"Data Scientist, Data Analytics, Web Analytics",TopGear Consultants Pvt Ltd.,'Mumbai',4-9 ,'python',-1.0,4,9,6.5,3
1301,1410,1416,"Data Scientist, Data Analytics, Web Analytics",TopGear Consultants Pvt Ltd.,'Mumbai',4-9 ,'python',-1.0,4,9,6.5,3
1307,1416,1422,Job Opportunity For Data Scientist- Computer Vision!,Peoplefy Infosolutions Pvt. Ltd.,'Pune',10-15 ,"'python', 'it skills'",-1.0,10,15,12.5,3
1316,1429,1435,Data Scientist,Kennedys Kognitive Computing Private Limited,'Trivandrum',3-6 ,'python',-1.0,3,6,4.5,3
1317,1430,1436,Data Scientist - Market Mix Modeling | Blend 360,TALENT500 TECH (INDIA) PRIVATE LIMITED,'Remote',5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
1325,1439,1445,Data Scientist,CHISQUARE LABS PRIVATE LIMITED,'Kochi',4-8 ,"'python', 'r', 'sql', 'it skills'",-1.0,4,8,6.0,3
1329,1447,1453,Data Scientist,Ancla Consultancy Services India Pvt Ltd,'Hyderabad',6-12 ,"'r', 'python', 'it skills'",-1.0,6,12,9.0,3
1330,1448,1454,Data Scientist (Python) - Predictive Modeling,Cairn Martin,'Mumbai',1-5 ,'python',-1.0,1,5,3.0,3
1337,1456,1462,Data Scientist,Napier Healthcare Solutions (India) Pvt Ltd.,'Hyderabad',6-8 ,"'java', 'r'",-1.0,6,8,7.0,3
1338,1457,1463,Data Scientist,Teqnirvana Softech Solutions Pvt Ltd,'Mumbai',5-10 ,"'python', 'it skills'",-1.0,5,10,7.5,3
1347,1468,1474,Data Scientist,Zerogons Softwares India Pvt Ltd,'Pune',2-5 ,"'python', 'it skills'",-1.0,2,5,3.5,3
1349,1470,1476,Data Scientist,Tech Ringers,'Hyderabad',2-5 ,"'it skills', 'python', 'computer science'",-1.0,2,5,3.5,3
1359,1481,1487,Data Scientist - Recommender Systems,The Parent Company,"'Mumbai', 'AndheriEast'",8-12 ,"'it skills', 'python'",-1.0,8,12,10.0,3
1360,1482,1488,Data Scientist,Lead HR Services Pvt. Ltd.,'Chennai',5-10 ,"'r', 'sql', 'python'",-1.0,5,10,7.5,3
1370,1493,1499,Data Applied Scientist,Microsoft,'Hyderabad',3-7 ,"'python', 'computer science'",-1.0,3,7,5.0,3
1387,1510,1516,Data Scientist,CINCYR TECH PRIVATE LIMITED,'Hyderabad',2-6 ,"'python', 'it skills'",-1.0,2,6,4.0,3
1394,1520,1526,Principal Data Scientist,Pathway Creators,'Bangalore',7-12 ,"'python', 'sql'",-1.0,7,12,9.5,3
1396,1522,1528,Data Scientist,Fine Jobs,'Gurgaon',6-11 ,"'computer science', 'python'",-1.0,6,11,8.5,3
1397,1523,1529,Data Scientist predictive Analyst,Mount Talent Consulting Private Limited,"'Bangalore', 'Delhi'",2-4 ,"'python', 'it skills', 'r'",-1.0,2,4,3.0,3
1398,1524,1530,Data Scientist predictive Analyst,Mount Talent Consulting Private Limited,"'Bangalore', 'Delhi'",2-4 ,"'python', 'it skills', 'r'",-1.0,2,4,3.0,3
1400,1526,1532,Data Scientist,Aliqan Services Private Limited,"'Chennai', 'Bangalore'",5-10 ,"'python', 'it skills'",-1.0,5,10,7.5,3
1401,1527,1533,Data Scientist,GreatLearning,'Bangalore',2-5 ,'python',-1.0,2,5,3.5,3
1402,1529,1535,Data Scientist,Kahan Technologies Pvt. Ltd,"'Kolkata', 'Bangalore'",1-3 ,'python',-1.0,1,3,2.0,3
1407,1534,1540,Data Scientist | ZiMetrics Technologies | Pune,Zimetrics Technologies Private Limited,'Pune',2-7 ,"'python', 'sql', 'it skills'",-1.0,2,7,4.5,3
1414,1541,1547,"Data Scientist,Data Analyst",Maximus Human Resources Private Limited,"'Mumbai', 'Gurgaon'",1-6 ,"'r', 'data science', 'python', 'sql'",1.0,1,6,3.5,3
1418,1545,1551,Senior Data Scientist Lead,Infocerv Solutions,'Bangalore',6-10 ,"'python', 'data science'",-1.0,6,10,8.0,3
1425,1554,1560,Data Scientist - Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Pune', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', 'Hyderabad'",5-10 ,"'data science', 'python', 'artificial intelligence', 'r', 'sql'",-1.0,5,10,7.5,3
1426,1555,1561,Data Analyst / Data Scientist,GUS Global Services,'Gurgaon',3-4 ,"'python', 'data science'",-1.0,3,4,3.5,3
1442,1574,1580,Data Scientist - Lead / Architect  Wipro,Wipro,"'Kochi', ' Kolkata', ' Pune', ' Gurgaon', ' Chennai', ' Coimbatore', ' Bangalore', ' Mumbai (All Areas)', 'Hyderabad'",5-10 ,"'data science', 'python', 'artificial intelligence', 'r', 'sql'",-1.0,5,10,7.5,3
1443,1575,1581,Data Analyst / Data Scientist,GUS Global Services,'Gurgaon',3-4 ,"'python', 'data science'",-1.0,3,4,3.5,3
1456,1591,1597,Data Scientist,Shell,'Chennai',3-8 ,"'r', 'python', 'data science'",1.0,3,8,5.5,3
1458,1593,1599,Data Scientist,cliqhr.com,'Delhi',3-6 ,"'r', 'python'",1.0,3,6,4.5,3
1465,1601,1607,Analyst - Data Scientist,UPL,'Mumbai',2-3 ,"'python', 'data science'",-1.0,2,3,2.5,3
1471,1607,1613,Data Scientist/ Sr Data Scientist,Connexions,'Gurgaon',2-6 ,"'r', 'python', 'sql'",-1.0,2,6,4.0,3
1475,1611,1617,Senior Data Scientist,GREAT LAKES E-LEARNING SERVICES PRIVATE LIMITED,"'Gurgaon', 'Bangalore'",5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
1485,1621,1627,Data Scientist - NLP/R/Python,AIM recruits,"'Mumbai', ' Pune', ' Chennai', ' Gurgaon', 'Bangalore'",5-7 ,"'r', 'python', 'artificial intelligence', 'big data'",1.0,5,7,6.0,3
1490,1626,1632,Data Scientist,Born Commerce,'Bangalore',5-8 ,"'python', 'r', 'data science', 'artificial intelligence'",-1.0,5,8,6.5,3
1498,1635,1641,Louis Dreyfus Company Looking For Data Scientist,Louis Dreyfus Commodities,'Bangalore',0-2 ,"'python', 'sql', 'r'",-1.0,0,2,1.0,3
1501,1638,1644,Data Scientist - Lead / Architect  Wipro,Wipro,"'Hyderabad', ' Pune', ' Chennai', 'Bangalore'",5-10 ,"'python', 'artificial intelligence', 'r', 'sql', 'it skills'",-1.0,5,10,7.5,3
1514,1653,1659,Data Scientist /Data Analyst For a global leader For Gurgaon/Bangalore,MITR HR Solution,"'Gurgaon', 'Bangalore'",3-8 ,"'python', 'sql'",-1.0,3,8,5.5,3
1517,1656,1662,Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,'Gurgaon',5-10 ,"'python', 'data science', 'data scientist'",-1.0,5,10,7.5,3
1522,1661,1667,Manager - Data Scientist/Python - KPO,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"'python', 'data science', 'data scientist'",-1.0,5,8,6.5,3
1523,1662,1668,Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,'Delhi',1-4 ,'python',-1.0,1,4,2.5,3
1528,1668,1674,Data Scientist - KPO,Huquo Consulting Pvt. Ltd,'Gurgaon',2-4 ,"'python', 'data scientist', 'r'",-1.0,2,4,3.0,3
1529,1669,1675,Data Scientist - Python - BFS - IIT/DSE/IIM/NIT,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",2-5 ,'python',-1.0,2,5,3.5,3
1535,1675,1681,Manager - Data Scientist/Python,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"'data science', 'data scientist', 'python'",-1.0,5,8,6.5,3
1545,1685,1691,Data Scientist | Market Analytics | Remote,Vision Beyond Resources India Private Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', ' Bangalore', 'Mumbai'",3-7 ,"'python', 'r', 'data science'",-1.0,3,7,5.0,3
1550,1690,1696,Data Scientist / Sr Data Scientist,Connexions,'Gurgaon',2-6 ,"'r', 'python', 'sql'",-1.0,2,6,4.0,3
1563,1703,1709,Data Scientist,Liquiloans,'Mumbai',3-4 ,"'data science', 'data scientist', 'python'",-1.0,3,4,3.5,3
1572,1712,1718,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"'python', 'big data', 'r', 'data science'",-1.0,9,14,11.5,3
1573,1713,1719,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"'python', 'big data', 'r', 'data science'",-1.0,9,14,11.5,3
1584,1724,1730,Associate Data Scientist,Shell,'Chennai',2-7 ,"'python', 'data science', 'r'",-1.0,2,7,4.5,3
1590,1731,1737,Data Scientist,Star Union Dai-ichi Life Insurance,"'Thane', ' Navi Mumbai', 'Mumbai'",6-8 ,'python',-1.0,6,8,7.0,3
1594,1735,1741,Data Scientist | A Fintech Organisation,Vision Beyond Resources India Private Limited,'Gurgaon',2-7 ,"'python', 'data science'",-1.0,2,7,4.5,3
1595,1738,1744,Lead/Senior Data Scientist,Mapps IT Services Pvt Ltd.,'Remote',5-10 ,"'python', 'r', 'data science'",-1.0,5,10,7.5,3
1596,1739,1745,Senior / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',5-10 ,'python',-1.0,5,10,7.5,3
1601,1745,1751,Senior Data Scientist (Marketplace),Walmart,'Bangalore',4-8 ,"'java', 'python', 'sql', 'it skills', 'data science'",-1.0,4,8,6.0,3
1603,1747,1753,Senior Data Scientist - Customer Analytics,Atlassian,'Bangalore',4-8 ,"'python', 'r', 'sql'",-1.0,4,8,6.0,3
1606,1750,1756,Data Scientist (Lead Associate / Assistant Manager),HigHRise Solutions LLP,'Gurgaon',3-6 ,"'python', 'r'",-1.0,3,6,4.5,3
1621,1765,1771,Fraud Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",2-7 ,"'python', 'sql'",-1.0,2,7,4.5,3
1625,1769,1775,Data Scientist - Python - IIT/ DSE/ IIMS,Huquo Consulting Pvt. Ltd,'Delhi',2-5 ,'python',-1.0,2,5,3.5,3
1627,1772,1778,Data Scientist,SS Supply Chain Solutions Pvt. Ltd. (3SC),'Pune',3-8 ,"'data science', 'python'",-1.0,3,8,5.5,3
1631,1776,1782,Data Scientist,Axis My India Limited,'Mumbai',4-8 ,"'python', 'r'",-1.0,4,8,6.0,3
1640,1785,1791,Senior Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"'Mumbai', ' Mumbai Suburban', 'Mumbai'",5-10 ,"'python', 'r', 'java', 'sql'",-1.0,5,10,7.5,3
1643,1789,1795,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'java', 'r', 'sql', 'python'",-1.0,3,7,5.0,3
1648,1794,1800,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'python', 'r'",-1.0,3,7,5.0,3
1649,1795,1801,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
1657,1804,1810,Data Scientist - Python full stack,Hitkari Solutions,'Hyderabad',5-10 ,"'r', 'python'",-1.0,5,10,7.5,3
1658,1805,1811,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,'Mumbai',1-5 ,"'python', 'sql', 'it skills', 'data science'",-1.0,1,5,3.0,3
1670,1817,1823,Lead Data Scientist - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,'Hyderabad',8-11 ,"'data science', 'python'",-1.0,8,11,9.5,3
1671,1818,1824,Senior Data Scientist I,Delhivery,'Gurgaon',3-7 ,"'data science', 'sql', 'python'",-1.0,3,7,5.0,3
1676,1823,1829,Data Scientist (Machine Learning /AI),Mastermind Network,'Delhi',4-6 ,"'python', 'data science', 'artificial intelligence'",-1.0,4,6,5.0,3
1688,1836,1842,Senior Data Scientist For leading FMCG organization,SKILLVENTORY,'Mumbai',10-18 ,"'python', 'data science'",-1.0,10,18,14.0,3
1696,1846,1852,Data and applied Scientist,Microsoft,"'Noida', ' Hyderabad', 'Bangalore'",3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
1698,1848,1854,NLP Data scientist,TIGI HR Solution,"'Hyderabad', ' Chennai', 'Bangalore'",3-8 ,"'python', 'sql', 'it skills'",-1.0,3,8,5.5,3
1710,1861,1867,Data Scientist - Fraud Prevention & Analytics,Bigshyft Hiring for Payu,"'Mumbai', ' Gurgaon', 'Bangalore'",2-5 ,'python',-1.0,2,5,3.5,3
1715,1867,1873,Manager Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',11-15 ,'python',-1.0,11,15,13.0,3
1716,1868,1874,"Hiring For "" Data Scientist"" @ Jumio, Jaipur",Jumio,'Jaipur',4-6 ,"'r', 'python', 'sql'",1.0,4,6,5.0,3
1727,1881,1887,Senior Data Scientist,Urban Company,"'Gurgaon', 'Bangalore'",5-9 ,'python',-1.0,5,9,7.0,3
1729,1883,1889,Data Scientist,KPIT,'Pune',5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
1747,1902,1908,Data Scientist (Fintech),Talent Destination,'Gurgaon',1-5 ,"'data science', 'python'",-1.0,1,5,3.0,3
1751,1906,1912,Data scientist,Acme Services,'Bangalore',3-8 ,"'python', 'it skills'",-1.0,3,8,5.5,3
1755,1911,1917,Data Scientist ( Work from Home),Eureka Outsourcing Solutions Pvt Ltd. on behalf of AmyGB,'Bangalore',2-7 ,"'it skills', 'python'",-1.0,2,7,4.5,3
1756,1912,1918,Data Scientist,Utthunga Technologies Pvt Ltd,'Bangalore',3-5 ,"'r', 'sql', 'python'",-1.0,3,5,4.0,3
1759,1915,1921,Opening For Data Scientist,Care Health Insurance,'Gurgaon',1-5 ,"'java', 'python', 'sql'",-1.0,1,5,3.0,3
1762,1919,1925,Associate Data Scientist - Automotive Supply Chain & Technology,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"'sql', 'python'",-1.0,3,6,4.5,3
1763,1920,1926,ML Engineer / Data Scientist,Spotflock Technologies Pvt. Ltd.,"'Delhi', 'Hyderabad'",5-10 ,'python',-1.0,5,10,7.5,3
1773,1930,1936,Senior Data Scientist,BankNovo,'Gurgaon',5-9 ,"'data science', 'big data', 'python'",-1.0,5,9,7.0,3
1791,1951,1957,Job opening For Data Engineer / Scientist with UK based MNC,Contrado Imaging India Pvt. Ltd.,'Ahmedabad',3-7 ,"'python', 'sql', 'data science'",-1.0,3,7,5.0,3
1792,1952,1958,Job Openings in Leading company-Data Scientist-Bangalore,Enrich and Enlight,'Bangalore',5-7 ,"'python', 'sql'",-1.0,5,7,6.0,3
1808,1969,1975,Data Scientist,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"'sql', 'python'",-1.0,3,6,4.5,3
1816,1977,1983,Academic Counsellor- Data Scientist,AcadsHR,"'Mumbai', ' Hyderabad', ' Chennai', ' Gurgaon', 'Bangalore'",1-4 ,"'data science', 'python'",-1.0,1,4,2.5,3
1821,1982,1988,Trainee Data Scientists,EinNel Technologies,'Chennai',0-1 ,'python',-1.0,0,1,0.5,3
1833,1994,2000,Senior Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",4-9 ,'python',-1.0,4,9,6.5,3
1834,1996,2002,Data Scientist,Flipkart,'Bengaluru',3-6 ,"'data science', 'python'",-1.0,3,6,4.5,3
1839,2001,2007,Data Scientist,Infosys,'Bangalore',2-7 ,"'data science', 'python', 'artificial intelligence'",-1.0,2,7,4.5,3
1843,2005,2011,Commercial Analytics Data Scientist,Dell,'Bangalore',12-15 ,"'data science', 'python'",-1.0,12,15,13.5,3
1845,2007,2013,Spark ML Data Scientist,Wipro,"'Hyderabad', ' Pune', 'Bangalore'",11-18 ,'python',-1.0,11,18,14.5,3
1846,2008,2014,Data Scientist,ECL FINANCE LIMITED,'Mumbai',2-6 ,"'sql', 'python'",-1.0,2,6,4.0,3
1854,2020,2026,Data Scientist - NLP/Python/Spark,TalPro,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bangalore'",3-8 ,'python',-1.0,3,8,5.5,3
1856,2023,2029,Data Scientist - NLP/Hadoop,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",1-6 ,'python',-1.0,1,6,3.5,3
1865,2032,2038,Sr. Associate Consultant Data Scientist,Eli Lilly and Company,'Bangalore',3-5 ,"'r', 'data scientist', 'computer science', 'python'",1.0,3,5,4.0,3
1872,2040,2046,Computer Vision Developer-Data Scientist,TopGear Consultants Pvt Ltd.,'Bangalore',3-5 ,'python',-1.0,3,5,4.0,3
1874,2042,2048,Data Scientist | Bangalore,Idyllic Services Pvt Ltd,'Bangalore',4-6 ,"'r', 'python', 'sql'",-1.0,4,6,5.0,3
1884,2052,2058,Data Scientist,WinZO,'NewDelhi',3-7 ,"'data scientist', 'python'",-1.0,3,7,5.0,3
1896,2066,2072,Data Scientist,Paytm,"'Noida', ' Bangalore', 'Mumbai'",3-7 ,"'sql', 'python'",-1.0,3,7,5.0,3
1908,2078,2084,Data Scientist,AgreeYa,'Noida',3-7 ,"'python', 'sql', 'it skills', 'data science'",-1.0,3,7,5.0,3
1923,2095,2101,Manager Data Scientist,Innefu Labs,'Delhi',6-11 ,"'python', 'it skills'",-1.0,6,11,8.5,3
1935,2108,2114,"Senior Data Scientist, Trust",AirSeva,'Bangalore',7-9 ,"'data science', 'r', 'python'",-1.0,7,9,8.0,3
1940,2113,2119,Senior Data Scientist,Kaleidofin,"'Chennai', 'Bangalore'",4-9 ,"'data science', 'data scientist', 'big data', 'python'",-1.0,4,9,6.5,3
1953,2126,2132,Senior Data Scientist,nanobi data and analytics private limited,'Bangalore',7-9 ,"'sql', 'python', 'it skills', 'data science'",-1.0,7,9,8.0,3
1963,2136,2142,Senior Data Scientist,Airbnb,'Bangalore',7-12 ,"'data science', 'r', 'data scientist', 'python', 'sql'",-1.0,7,12,9.5,3
1981,2156,2162,Senior Data Scientist,Nineleaps,'Bangalore',3-8 ,"'sql', 'java', 'python'",-1.0,3,8,5.5,3
1983,2158,2164,Sr Data Scientist / Data Scientist,intelligent industrial internet systems pvt ltd.,"'Bangalore', ' Mumbai (All Areas)', 'India\n'",2-6 ,'python',-1.0,2,6,4.0,3
2023,2200,2206,Python Data Scientist - Banking/Retail Domain - IIT/IIM/ISI/DSE,Huquo Consulting Pvt. Ltd,'Delhi',1-5 ,"'python', 'r'",-1.0,1,5,3.0,3
2025,2202,2208,Manager - Data Scientist / Python - KPO,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"'data science', 'data scientist', 'python'",-1.0,5,8,6.5,3
2033,2210,2216,Assistant Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"'r', 'python', 'data science', 'data scientist'",1.0,2,7,4.5,3
2035,2212,2218,Data Scientist - Python - BFS - IIT/DSE/IIM/NIT,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",2-5 ,'python',-1.0,2,5,3.5,3
2036,2213,2219,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",3-8 ,"'r', 'sql', 'python', 'data science', 'data scientist'",1.0,3,8,5.5,3
2041,2218,2224,Lead Data Scientist required For CU Rise Analytics,CURise Analytics Pvt. Ltd. (A Trellance Company),"'Ahmedabad', 'Bangalore'",5-10 ,"'r', 'python', 'data science'",1.0,5,10,7.5,3
2048,2226,2232,Lead Data Scientist,Nao,'Bangalore',2-5 ,"'data scientist', 'python'",-1.0,2,5,3.5,3
2053,2231,2237,Sr.Data Scientist,Innefu Labs,'Delhi',3-8 ,"'python', 'it skills'",-1.0,3,8,5.5,3
2054,2232,2238,Urgently looking For Data Scientist For Bangalore and Gurgaon location,DELTA SYS-TECH(INDIA) PVT LTD,"'Noida', ' Rewari', ' Beri', ' Jhajjar', ' Gurgaon', ' Bhiwadi', ' Matenhail', ' Bangalore', 'GreaterNoida\n'",7-10 ,"'r', 'sql', 'python', 'java', 'it skills', 'data scientist'",1.0,7,10,8.5,3
2058,2236,2242,NLP Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",5-10 ,'python',-1.0,5,10,7.5,3
2072,2251,2257,Senior Data Scientist,Inflexon Point,'Bangalore',5-10 ,'python',-1.0,5,10,7.5,3
2075,2254,2260,Senior Data Scientist - SQL/Python/Numpy,Serving Skill,'Bangalore',2-6 ,"'data science', 'data scientist', 'sql', 'python'",-1.0,2,6,4.0,3
2078,2257,2263,Data Scientist,Bigshyft Hiring for Coinbase,'Hyderabad',4-8 ,"'java', 'r', 'python'",-1.0,4,8,6.0,3
2081,2260,2266,Data Scientist,Burgeon IT Services Pvt ltd,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Gurgaon', 'Bangalore'",6-11 ,"'r', 'sql', 'python'",-1.0,6,11,8.5,3
2096,2275,2281,Data Scientist (Python) Immediate Joiner required,VALIANCE ANALYTICS PRIVATE LIMITED,"'Mumbai', ' Gurgaon', 'Bangalore'",1-3 ,'python',-1.0,1,3,2.0,3
2099,2278,2284,Data Scientist,Snaphunt,'Hyderabad',0-1 ,"'r', 'sql', 'python'",-1.0,0,1,0.5,3
2107,2286,2292,Great Opportunity For Data Scientist / Engineer Role,Institutional Shareholder Services,'Mumbai',1-3 ,"'data science', 'python'",-1.0,1,3,2.0,3
2110,2289,2295,Python Data Engineer / Data Scientist,TeamPlus Staffing Solution Pvt Ltd,'remote',5-8 ,'python',-1.0,5,8,6.5,3
2127,2307,2313,Devoted Health - Senior Data Scientist,Devoted Health,'Remote',4-8 ,"'sql', 'python'",-1.0,4,8,6.0,3
2133,2313,2319,Sr Data Scientist,DANTA TECHNOLOGIES,'Remote',2-7 ,"'python', 'sql'",-1.0,2,7,4.5,3
2135,2315,2321,SENIOR DATA SCIENTIST,Valiance Solutions,'Remote',2-4 ,"'python', 'sql', 'it skills', 'data science'",-1.0,2,4,3.0,3
2161,2344,2350,Data Scientist: Artificial Intelligence,IBM,'Bengaluru',3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
2164,2347,2353,Data Scientist,GSK India,'Bangalore',6-11 ,"'r', 'python', 'artificial intelligence'",1.0,6,11,8.5,3
2165,2348,2354,Data Scientist: Artificial Intelligence,IBM,'Bengaluru',3-7 ,'python',-1.0,3,7,5.0,3
2175,2359,2365,Data Engineer/Scientist,Snaphunt,"'Delhi ', 'Remote'",2-7 ,"'sql', 'python', 'it skills'",-1.0,2,7,4.5,3
2177,2361,2367,Junior/Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'r', 'python'",1.0,1,6,3.5,3
2203,2389,2395,Data Scientist,NKRAFTERZ,'Bangalore',3-5 ,"'r', 'sql'",-1.0,3,5,4.0,3
2204,2390,2396,Data Scientist role,Mount Talent Consulting Private Limited,"'Noida', ' Hyderabad', ' Pune', ' Gurgaon', ' Bangalore', 'Delhi'",1-3 ,"'sql', 'python'",-1.0,1,3,2.0,3
2205,2391,2397,Data Scientist (Machine Learning /AI),Mastermind Network,'Gurgaon',4-6 ,"'python', 'data science', 'artificial intelligence'",-1.0,4,6,5.0,3
2206,2392,2398,Data scientist (WFH),SPM HR SOLUTIONS,'Bangalore',8-8 ,"'python', 'it skills'",-1.0,8,8,8.0,3
2209,2395,2401,Product Analytics - II ( Data Scientist),Bigshyft Hiring for Expedia,'Gurgaon',2-4 ,"'sql', 'python'",-1.0,2,4,3.0,3
2229,2415,2421,Interested To join permanent position For Data Scientist(Bangalore),Pelatro Solutions Pvt. Ltd,'Bangalore',5-8 ,"'data scientist', 'python', 'sql', 'artificial intelligence'",-1.0,5,8,6.5,3
2231,2417,2423,Interested To join permanent position For Data Scientist(Bangalore),Pelatro Solutions Pvt. Ltd,'Bangalore',5-8 ,"'data scientist', 'python', 'sql', 'artificial intelligence'",-1.0,5,8,6.5,3
2247,2434,2440,Data Scientist,Neudesic Technologies,'Remote',5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
2248,2435,2441,Data Scientist,Nao,'Bangalore',2-5 ,"'data scientist', 'python', 'sql'",-1.0,2,5,3.5,3
2264,2451,2457,Mandiant Data Scientist,FireEye CyberSecurity Pvt Ltd,'Bangalore',6-10 ,"'r', 'python'",-1.0,6,10,8.0,3
2265,2452,2458,Data Scientist,Quinbay Technology,'Bangalore',2-4 ,"'computer science', 'data science', 'sql', 'python'",-1.0,2,4,3.0,3
2271,2458,2464,Data Scientist,HRDevi Talent Acquisition,'Bengaluru',6-10 ,"'python', 'artificial intelligence', 'sql'",-1.0,6,10,8.0,3
2278,2465,2471,Data Scientist,Rapid Value IT Services Pvt Ltd,"'Kochi', ' Hyderabad', ' Chennai', 'Bangalore'",3-8 ,"'data scientist', 'python'",-1.0,3,8,5.5,3
2279,2466,2472,Data scientist,"Bloom Consulting Services, Inc.","'United States (USA)', 'Bangalore'",5-8 ,"'data scientist', 'python', 'sql'",-1.0,5,8,6.5,3
2292,2479,2485,Data Scientist,Awake Security,'Bangalore',5-10 ,"'data science', 'data scientist', 'computer science', 'big data', 'python', 'sql'",-1.0,5,10,7.5,3
2293,2480,2486,Data Scientist,Awake Security,'Bangalore',4-6 ,"'it skills', 'python', 'data science', 'data scientist', 'computer science', 'sql'",-1.0,4,6,5.0,3
2294,2481,2487,Data Scientist,Awake Security,'Bangalore',5-10 ,"'data science', 'data scientist', 'computer science', 'big data', 'python', 'sql'",-1.0,5,10,7.5,3
2296,2483,2489,Data Scientist,Money View,'Bengaluru',2-3 ,"'sql', 'python'",-1.0,2,3,2.5,3
2329,2519,2525,Data Scientist - NLP,Vijaya Management,'Pune',3-6 ,"'python', 'sql', 'it skills'",-1.0,3,6,4.5,3
